panel,region,row_id,decile_median_width,onset_s,n_units
g,DMS,217,,-1.9875,1
g,DMS,218,,-1.9875,1
g,DMS,219,,-1.9875,1
g,DMS,220,,-1.9875,1
g,DMS,221,,-1.9875,1
g,DMS,222,,-1.9875,1
g,DMS,223,,-1.9875,1
g,DMS,224,,-1.9875,1
g,DMS,225,,-1.9875,1
g,DMS,226,,-1.9875,1
g,DMS,227,,-1.9875,1
g,DMS,228,,-1.9875,1
g,DMS,229,,-1.9875,1
g,DMS,230,,-1.9875,1
g,DMS,231,,-1.9875,1
g,DMS,232,,-1.9875,1
g,DMS,233,,-1.9875,1
g,DMS,234,,-1.9875,1
g,DMS,235,,-1.9875,1
g,DMS,236,,-1.9875,1
g,DMS,237,,-1.9875,1
g,DMS,238,,-1.9625000000000001,1
g,DMS,239,,-1.9625000000000001,1
g,DMS,240,,-1.9625000000000001,1
g,DMS,241,,-1.9625000000000001,1
g,DMS,242,,-1.9625000000000001,1
g,DMS,243,,-1.9625000000000001,1
g,DMS,244,,-1.9625000000000001,1
g,DMS,245,,-1.9625000000000001,1
g,DMS,246,,-1.9625000000000001,1
g,DMS,247,,-1.9625000000000001,1
g,DMS,248,,-1.9625000000000001,1
g,DMS,249,,-1.9625000000000001,1
g,DMS,250,,-1.9625000000000001,1
g,DMS,251,,-1.9625000000000001,1
g,DMS,252,,-1.9625000000000001,1
g,DMS,253,,-1.9625000000000001,1
g,DMS,254,,-1.9625000000000001,1
g,DMS,255,,-1.9625000000000001,1
g,DMS,256,,-1.9625000000000001,1
g,DMS,257,,-1.9625000000000001,1
g,DMS,258,,-1.9625000000000001,1
g,DMS,259,,-1.9625000000000001,1
g,DMS,260,,-1.9625000000000001,1
g,DMS,261,,-1.9625000000000001,1
g,DMS,262,,-1.9625000000000001,1
g,DMS,263,,-1.9625000000000001,1
g,DMS,264,,-1.9375000000000002,1
g,DMS,265,,-1.9375000000000002,1
g,DMS,266,,-1.9375000000000002,1
g,DMS,267,,-1.9375000000000002,1
g,DMS,268,,-1.9375000000000002,1
g,DMS,269,,-1.9375000000000002,1
g,DMS,270,,-1.9375000000000002,1
g,DMS,271,,-1.9375000000000002,1
g,DMS,272,,-1.9375000000000002,1
g,DMS,273,,-1.9375000000000002,1
g,DMS,274,,-1.9375000000000002,1
g,DMS,275,,-1.9375000000000002,1
g,DMS,276,,-1.9375000000000002,1
g,DMS,277,,-1.9375000000000002,1
g,DMS,278,,-1.9375000000000002,1
g,DMS,279,,-1.9375000000000002,1
g,DMS,280,,-1.9375000000000002,1
g,DMS,281,,-1.9375000000000002,1
g,DMS,282,,-1.9375000000000002,1
g,DMS,283,,-1.9375000000000002,1
g,DMS,284,,-1.9375000000000002,1
g,DMS,285,,-1.9375000000000002,1
g,DMS,286,,-1.9375000000000002,1
g,DMS,287,,-1.9375000000000002,1
g,DMS,288,,-1.9375000000000002,1
g,DMS,289,,-1.9375000000000002,1
g,DMS,290,,-1.9375000000000002,1
g,DMS,291,,-1.9375000000000002,1
g,DMS,292,,-1.9375000000000002,1
g,DMS,293,,-1.9375000000000002,1
g,DMS,294,,-1.9375000000000002,1
g,DMS,295,,-1.9125000000000003,1
g,DMS,296,,-1.9125000000000003,1
g,DMS,297,,-1.9125000000000003,1
g,DMS,298,,-1.9125000000000003,1
g,DMS,299,,-1.9125000000000003,1
g,DMS,300,,-1.9125000000000003,1
g,DMS,301,,-1.9125000000000003,1
g,DMS,302,,-1.9125000000000003,1
g,DMS,303,,-1.9125000000000003,1
g,DMS,304,,-1.9125000000000003,1
g,DMS,305,,-1.9125000000000003,1
g,DMS,306,,-1.9125000000000003,1
g,DMS,307,,-1.9125000000000003,1
g,DMS,308,,-1.9125000000000003,1
g,DMS,309,,-1.9125000000000003,1
g,DMS,310,,-1.9125000000000003,1
g,DMS,311,,-1.9125000000000003,1
g,DMS,312,,-1.9125000000000003,1
g,DMS,313,,-1.9125000000000003,1
g,DMS,314,,-1.9125000000000003,1
g,DMS,315,,-1.9125000000000003,1
g,DMS,316,,-1.8875000000000004,1
g,DMS,317,,-1.8875000000000004,1
g,DMS,318,,-1.8875000000000004,1
g,DMS,319,,-1.8875000000000004,1
g,DMS,320,,-1.8875000000000004,1
g,DMS,321,,-1.8875000000000004,1
g,DMS,322,,-1.8875000000000004,1
g,DMS,323,,-1.8875000000000004,1
g,DMS,324,,-1.8875000000000004,1
g,DMS,325,,-1.8875000000000004,1
